Metric,Scenario,Simulation Number,Timestep Number,Value
Final good capital productivity,miningSiteExplorationProbability_0.1,0,184,3.3599950718068774
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,184,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,184,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,184,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,184,0.024677114441380377
Material price,miningSiteExplorationProbability_0.1,0,184,0.03020853605933465
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,184,0.012958385475502474
Total ore reserves,miningSiteExplorationProbability_0.1,0,184,11207.645849722294
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,184,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,184,91.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,184,8.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,184,77.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,184,1.056023407456895
Total NPL balance,miningSiteExplorationProbability_0.1,0,184,922.4108183593262
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,184,1.164310745669568
Total consumption budget,miningSiteExplorationProbability_0.1,0,185,6.33368765328033
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,185,0.05302621782163527
Final good output,miningSiteExplorationProbability_0.1,0,185,147.89950526888936
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,185,0.0
Final good capital productivity,miningSiteExplorationProbability_0.1,0,185,3.416128516850138
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,185,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,185,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,185,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,185,0.02462712286650412
Material price,miningSiteExplorationProbability_0.1,0,185,0.355738228671558
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,185,0.17446941229906304
Total ore reserves,miningSiteExplorationProbability_0.1,0,185,11186.750554185897
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,185,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,185,92.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,185,8.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,185,78.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,185,4.492553031661122
Total NPL balance,miningSiteExplorationProbability_0.1,0,185,928.6139057869467
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,185,1.1627645378168388
Total consumption budget,miningSiteExplorationProbability_0.1,0,186,8.142521869531523
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,186,0.05711498070333277
Final good output,miningSiteExplorationProbability_0.1,0,186,195.0817866368303
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,186,0.0
Final good capital productivity,miningSiteExplorationProbability_0.1,0,186,3.416128516850138
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,186,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,186,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,186,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,186,0.024546069577756697
Material price,miningSiteExplorationProbability_0.1,0,186,0.08073654275414746
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,186,0.03805298599403528
Total ore reserves,miningSiteExplorationProbability_0.1,0,186,11177.059876239193
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,186,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,186,93.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,186,8.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,186,79.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,186,1.3557772747162062
Total NPL balance,miningSiteExplorationProbability_0.1,0,186,945.3540809787827
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,186,1.1614879173041772
Total consumption budget,miningSiteExplorationProbability_0.1,0,187,6.100185130038845
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,187,0.04198464768945809
Final good output,miningSiteExplorationProbability_0.1,0,187,200.83802710205816
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,187,0.0
Final good capital productivity,miningSiteExplorationProbability_0.1,0,187,3.416386668536077
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,187,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,187,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,187,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,187,0.02450080687664564
Material price,miningSiteExplorationProbability_0.1,0,187,0.21965769138764535
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,187,0.054558354745330946
Total ore reserves,miningSiteExplorationProbability_0.1,0,187,11148.526467588
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,187,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,187,94.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,187,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,187,79.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,187,2.4614227291223036
Total NPL balance,miningSiteExplorationProbability_0.1,0,187,945.3746521979583
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,187,1.1607305454726302
Total consumption budget,miningSiteExplorationProbability_0.1,0,188,6.923862443720344
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,188,0.04113108470029633
Final good output,miningSiteExplorationProbability_0.1,0,188,216.53544433175168
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,188,0.0
Final good capital productivity,miningSiteExplorationProbability_0.1,0,188,3.416386668536077
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,188,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,188,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,188,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,188,0.024624458727368365
Material price,miningSiteExplorationProbability_0.1,0,188,0.03653956103642673
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,188,0.0172816329315999
Total ore reserves,miningSiteExplorationProbability_0.1,0,188,11301.173244024074
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,188,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,188,95.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,188,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,188,80.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,188,1.0141277991517632
Total NPL balance,miningSiteExplorationProbability_0.1,0,188,950.8309506191812
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,188,1.1585781449200017
Total consumption budget,miningSiteExplorationProbability_0.1,0,189,5.735393563893396
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,189,0.03540768975811038
Final good output,miningSiteExplorationProbability_0.1,0,189,167.74150227214912
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,189,0.0
Final good capital productivity,miningSiteExplorationProbability_0.1,0,189,3.416386668536077
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,189,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,189,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,189,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,189,0.02468198186825582
Material price,miningSiteExplorationProbability_0.1,0,189,0.0798665466854675
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,189,0.03219101248577598
Total ore reserves,miningSiteExplorationProbability_0.1,0,189,11273.70882420183
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,189,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,189,98.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,189,11.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,189,81.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,189,1.7981101087858793
Total NPL balance,miningSiteExplorationProbability_0.1,0,189,955.3329593078927
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,189,1.1758692980074625
Total consumption budget,miningSiteExplorationProbability_0.1,0,190,6.323797504733324
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,190,0.03565891060465988
Final good output,miningSiteExplorationProbability_0.1,0,190,237.60321201059082
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,190,0.0
Final good capital productivity,miningSiteExplorationProbability_0.1,0,190,3.416386668536077
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,190,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,190,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,190,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,190,0.024540598159620106
Material price,miningSiteExplorationProbability_0.1,0,190,0.039864043017223585
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,190,0.02970368432122754
Total ore reserves,miningSiteExplorationProbability_0.1,0,190,11257.621308783786
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,190,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,190,100.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,190,13.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,190,81.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,190,1.4240063892331796
Total NPL balance,miningSiteExplorationProbability_0.1,0,190,956.2063238951656
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,190,1.1575554872492646
Total consumption budget,miningSiteExplorationProbability_0.1,0,191,6.10132454851595
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,191,0.03336401274100677
Final good output,miningSiteExplorationProbability_0.1,0,191,251.90898849465816
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,191,0.0
Final good capital productivity,miningSiteExplorationProbability_0.1,0,191,3.503031970145731
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,191,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,191,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,191,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,191,0.02443357050465606
Material price,miningSiteExplorationProbability_0.1,0,191,0.0628926142150074
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,191,0.08642580424455698
Total ore reserves,miningSiteExplorationProbability_0.1,0,191,11244.655613665856
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,191,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,191,101.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,191,14.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,191,81.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,191,2.050355855277269
Total NPL balance,miningSiteExplorationProbability_0.1,0,191,956.539784530365
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,191,1.1568331268961587
Total consumption budget,miningSiteExplorationProbability_0.1,0,192,6.5841212697465945
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,192,0.031568710878832895
Final good output,miningSiteExplorationProbability_0.1,0,192,251.90898849465813
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,192,0.19131451195917348
Final good capital productivity,miningSiteExplorationProbability_0.1,0,192,3.503031970145731
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,192,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,192,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,192,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,192,0.024436193742955192
Material price,miningSiteExplorationProbability_0.1,0,192,0.10947591965614137
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,192,0.13068763622053858
Total ore reserves,miningSiteExplorationProbability_0.1,0,192,11238.771923593591
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,192,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,192,101.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,192,14.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,192,81.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,192,1.7192208546560117
Total NPL balance,miningSiteExplorationProbability_0.1,0,192,956.760722300813
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,192,1.1561706160028082
Total consumption budget,miningSiteExplorationProbability_0.1,0,193,6.371842881619324
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,193,0.03286961504030448
Final good output,miningSiteExplorationProbability_0.1,0,193,234.22561942686804
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,193,0.2779684314753164
Final good capital productivity,miningSiteExplorationProbability_0.1,0,193,3.503031970145731
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,193,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,193,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,193,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,193,0.022617988747293188
Material price,miningSiteExplorationProbability_0.1,0,193,0.16034907111772
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,193,0.0893759849537743
Total ore reserves,miningSiteExplorationProbability_0.1,0,193,11222.313834852248
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,193,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,193,102.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,193,15.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,193,81.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,193,2.1958763869558386
Total NPL balance,miningSiteExplorationProbability_0.1,0,193,957.944466758244
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,193,1.1558489517081292
Total consumption budget,miningSiteExplorationProbability_0.1,0,194,6.523028441151932
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,194,0.03185565220788702
Final good output,miningSiteExplorationProbability_0.1,0,194,255.98448282749644
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,194,0.28176753384155007
Final good capital productivity,miningSiteExplorationProbability_0.1,0,194,3.503031970145731
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,194,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,194,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,194,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,194,0.021653785808444667
Material price,miningSiteExplorationProbability_0.1,0,194,0.06700402705615259
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,194,0.0556645985500311
Total ore reserves,miningSiteExplorationProbability_0.1,0,194,11212.574061933326
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,194,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,194,103.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,194,15.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,194,82.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,194,1.2711270453829682
Total NPL balance,miningSiteExplorationProbability_0.1,0,194,961.1087001777007
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,194,1.1546218496793812
Total consumption budget,miningSiteExplorationProbability_0.1,0,195,5.794431300698858
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,195,0.02935175167627531
Final good output,miningSiteExplorationProbability_0.1,0,195,216.9228533306205
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,195,0.28176753384155007
Final good capital productivity,miningSiteExplorationProbability_0.1,0,195,3.503031970145731
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,195,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,195,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,195,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,195,0.021226042833183932
Material price,miningSiteExplorationProbability_0.1,0,195,0.10961088624944158
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,195,0.1394714884872369
Total ore reserves,miningSiteExplorationProbability_0.1,0,195,11338.727609163869
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,195,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,195,103.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,195,15.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,195,82.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,195,3.1618571344248307
Total NPL balance,miningSiteExplorationProbability_0.1,0,195,961.1087001777007
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,195,1.1537359677523633
Total consumption budget,miningSiteExplorationProbability_0.1,0,196,6.979272603216461
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,196,0.029675186747800304
Final good output,miningSiteExplorationProbability_0.1,0,196,252.5330161479608
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,196,0.28176753384155007
Final good capital productivity,miningSiteExplorationProbability_0.1,0,196,3.503031970145731
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,196,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,196,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,196,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,196,0.021655178876322633
Material price,miningSiteExplorationProbability_0.1,0,196,0.11723321763255666
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,196,0.2827097306095537
Total ore reserves,miningSiteExplorationProbability_0.1,0,196,11314.663623012206
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,196,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,196,103.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,196,15.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,196,82.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,196,7.3018378323236925
Total NPL balance,miningSiteExplorationProbability_0.1,0,196,961.4742489530436
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,196,1.154151215913768
Total consumption budget,miningSiteExplorationProbability_0.1,0,197,9.798926113071634
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,197,0.03129248443106228
Final good output,miningSiteExplorationProbability_0.1,0,197,252.53301614796084
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,197,0.28176753384155007
Final good capital productivity,miningSiteExplorationProbability_0.1,0,197,3.503031970145731
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,197,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,197,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,197,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,197,0.02168522299528481
Material price,miningSiteExplorationProbability_0.1,0,197,0.2996037351392518
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,197,0.3028591751254509
Total ore reserves,miningSiteExplorationProbability_0.1,0,197,11279.353978553429
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,197,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,197,103.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,197,15.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,197,82.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,197,11.08535291891042
Total NPL balance,miningSiteExplorationProbability_0.1,0,197,961.5822322013954
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,197,1.1573661774146806
Total consumption budget,miningSiteExplorationProbability_0.1,0,198,12.373408714309024
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,198,0.029787168056543176
Final good output,miningSiteExplorationProbability_0.1,0,198,252.53301614796084
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,198,0.29167245612906034
Final good capital productivity,miningSiteExplorationProbability_0.1,0,198,3.503031970145731
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,198,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,198,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,198,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,198,0.0216681591871097
Material price,miningSiteExplorationProbability_0.1,0,198,0.30593108331095126
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,198,0.29300359387838615
Total ore reserves,miningSiteExplorationProbability_0.1,0,198,11247.744072321604
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,198,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,198,103.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,198,15.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,198,82.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,198,9.775290285260601
Total NPL balance,miningSiteExplorationProbability_0.1,0,198,962.2528609442868
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,198,1.1599590881290807
Total consumption budget,miningSiteExplorationProbability_0.1,0,199,12.312679057744303
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,199,0.03075929111552303
Final good output,miningSiteExplorationProbability_0.1,0,199,256.0643201634826
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,199,0.42881733293910795
Final good capital productivity,miningSiteExplorationProbability_0.1,0,199,3.6239086996202388
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,199,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,199,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,199,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,199,0.02182965712173338
Material price,miningSiteExplorationProbability_0.1,0,199,0.19919309917582959
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,199,0.15757722632050547
Total ore reserves,miningSiteExplorationProbability_0.1,0,199,11203.746661148702
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,199,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,199,104.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,199,16.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,199,82.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,199,7.2761051844333124
Total NPL balance,miningSiteExplorationProbability_0.1,0,199,963.5520232281964
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,199,1.1607274181298854
Total consumption budget,miningSiteExplorationProbability_0.25,0,0,0.10000000000000007
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,0,1.0
Final good output,miningSiteExplorationProbability_0.25,0,0,0.0
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,0,0.1322505800464037
Final good capital productivity,miningSiteExplorationProbability_0.25,0,0,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,0,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,0,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,0,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,0,0.3
Material price,miningSiteExplorationProbability_0.25,0,0,0.015
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,0,0.0033994489799850243
Total ore reserves,miningSiteExplorationProbability_0.25,0,0,14537.498020109868
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,0,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,0,0.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,0,0.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,0,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,0,0.09677558844289974
Total NPL balance,miningSiteExplorationProbability_0.25,0,0,0.0
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,0,0.06678039235361997
Total consumption budget,miningSiteExplorationProbability_0.25,0,1,3.422867771719033
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,1,1.0
Final good output,miningSiteExplorationProbability_0.25,0,1,18.000000000000004
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,1,0.1315020455873758
Final good capital productivity,miningSiteExplorationProbability_0.25,0,1,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,1,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,1,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,1,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,1,0.04233024691358026
Material price,miningSiteExplorationProbability_0.25,0,1,0.039607478606590925
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,1,0.003463593888319465
Total ore reserves,miningSiteExplorationProbability_0.25,0,1,14533.686078443201
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,1,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,1,0.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,1,0.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,1,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,1,0.07830746040625912
Total NPL balance,miningSiteExplorationProbability_0.25,0,1,0.0
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,1,0.05685139950555622
Total consumption budget,miningSiteExplorationProbability_0.25,0,2,3.7681501123292094
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,2,0.08616496913580246
Final good output,miningSiteExplorationProbability_0.25,0,2,23.53333333333334
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,2,0.1263213221982129
Final good capital productivity,miningSiteExplorationProbability_0.25,0,2,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,2,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,2,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,2,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,2,0.042537333895019826
Material price,miningSiteExplorationProbability_0.25,0,2,0.04460016662594294
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,2,0.00364701819155636
Total ore reserves,miningSiteExplorationProbability_0.25,0,2,14523.873742564117
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,2,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,2,0.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,2,0.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,2,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,2,0.131559985941451
Total NPL balance,miningSiteExplorationProbability_0.25,0,2,0.0
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,2,0.05427256555941017
Total consumption budget,miningSiteExplorationProbability_0.25,0,3,4.1882462267437095
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,3,0.06913507917902771
Final good output,miningSiteExplorationProbability_0.25,0,3,28.53833333333333
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,3,0.1322505800464037
Final good capital productivity,miningSiteExplorationProbability_0.25,0,3,2.0421101568023903
