Metric,Scenario,Simulation Number,Timestep Number,Value
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,150,70.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,150,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,150,61.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,150,15.15973441265177
Total NPL balance,miningSiteExplorationProbability_0.25,0,150,701.3923684589399
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,150,1.0607475247825962
Total consumption budget,miningSiteExplorationProbability_0.25,0,151,16.478706096739156
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,151,0.037951174371701736
Final good output,miningSiteExplorationProbability_0.25,0,151,353.174017475724
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,151,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,151,2.962308902552886
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,151,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,151,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,151,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,151,0.02206823433641068
Material price,miningSiteExplorationProbability_0.25,0,151,0.38349525084862873
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,151,
Total ore reserves,miningSiteExplorationProbability_0.25,0,151,2465.761578719122
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,151,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,151,71.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,151,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,151,62.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,151,1.136741630289073
Total NPL balance,miningSiteExplorationProbability_0.25,0,151,707.131806143337
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,151,1.0602511559266143
Total consumption budget,miningSiteExplorationProbability_0.25,0,152,7.748343612439777
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,152,0.039316249889268476
Final good output,miningSiteExplorationProbability_0.25,0,152,258.57187885598887
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,152,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,152,2.962308902552886
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,152,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,152,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,152,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,152,0.022037438766454247
Material price,miningSiteExplorationProbability_0.25,0,152,0.5434427869241298
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,152,0.5131255002716342
Total ore reserves,miningSiteExplorationProbability_0.25,0,152,2404.7438064556823
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,152,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,152,71.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,152,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,152,62.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,152,28.231841717649097
Total NPL balance,miningSiteExplorationProbability_0.25,0,152,708.1768124317484
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,152,1.0692764635533387
Total consumption budget,miningSiteExplorationProbability_0.25,0,153,24.49120196445732
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,153,0.046812231843506615
Final good output,miningSiteExplorationProbability_0.25,0,153,353.174017475724
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,153,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,153,2.962308902552886
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,153,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,153,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,153,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,153,0.02207486143404896
Material price,miningSiteExplorationProbability_0.25,0,153,0.3434412057135013
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,153,0.33819044010371646
Total ore reserves,miningSiteExplorationProbability_0.25,0,153,2388.7139426218437
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,153,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,153,71.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,153,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,153,62.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,153,6.467588183386885
Total NPL balance,miningSiteExplorationProbability_0.25,0,153,715.2108532902005
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,153,1.0728133427494797
Total consumption budget,miningSiteExplorationProbability_0.25,0,154,11.924279730794174
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,154,0.04832912459537802
Final good output,miningSiteExplorationProbability_0.25,0,154,373.9038960720747
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,154,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,154,2.962308902552886
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,154,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,154,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,154,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,154,0.022218186383284644
Material price,miningSiteExplorationProbability_0.25,0,154,0.42781582948702923
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,154,0.36132836632153176
Total ore reserves,miningSiteExplorationProbability_0.25,0,154,2343.3623004601513
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,154,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,154,71.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,154,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,154,62.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,154,17.11905633059331
Total NPL balance,miningSiteExplorationProbability_0.25,0,154,717.7239790138193
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,154,1.1292913498021184
Total consumption budget,miningSiteExplorationProbability_0.25,0,155,18.377416781483202
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,155,0.05224557327698469
Final good output,miningSiteExplorationProbability_0.25,0,155,298.4958279190755
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,155,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,155,2.962308902552886
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,155,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,155,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,155,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,155,0.022240731458564193
Material price,miningSiteExplorationProbability_0.25,0,155,0.40190627724059963
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,155,0.36513246374286823
Total ore reserves,miningSiteExplorationProbability_0.25,0,155,11518.130726416777
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,155,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,155,71.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,155,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,155,62.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,155,9.37443830934745
Total NPL balance,miningSiteExplorationProbability_0.25,0,155,718.2479636939986
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,155,1.1335211903467526
Total consumption budget,miningSiteExplorationProbability_0.25,0,156,13.14911674335934
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,156,0.0557678732544399
Final good output,miningSiteExplorationProbability_0.25,0,156,367.18286221178727
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,156,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,156,2.962308902552886
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,156,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,156,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,156,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,156,0.02252343110373984
Material price,miningSiteExplorationProbability_0.25,0,156,0.39171228578629824
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,156,0.41083957813343985
Total ore reserves,miningSiteExplorationProbability_0.25,0,156,11480.550508205934
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,156,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,156,73.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,156,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,156,64.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,156,16.307521741429195
Total NPL balance,miningSiteExplorationProbability_0.25,0,156,733.805531408768
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,156,1.1393542541969144
Total consumption budget,miningSiteExplorationProbability_0.25,0,157,17.41965202509631
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,157,0.04679516366424596
Final good output,miningSiteExplorationProbability_0.25,0,157,416.73385583149724
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,157,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,157,2.962308902552886
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,157,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,157,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,157,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,157,0.02235782309468485
Material price,miningSiteExplorationProbability_0.25,0,157,0.4092612389855945
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,157,0.3768860040418849
Total ore reserves,miningSiteExplorationProbability_0.25,0,157,11620.959697791324
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,157,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,157,73.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,157,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,157,64.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,157,19.420644666723756
Total NPL balance,miningSiteExplorationProbability_0.25,0,157,733.805531408768
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,157,1.0972151967748835
Total consumption budget,miningSiteExplorationProbability_0.25,0,158,19.660350886638852
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,158,0.04187465170094374
Final good output,miningSiteExplorationProbability_0.25,0,158,484.6627868492535
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,158,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,158,2.962308902552886
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,158,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,158,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,158,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,158,0.022133664946124468
Material price,miningSiteExplorationProbability_0.25,0,158,0.3825107711949932
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,158,0.44047196321517434
Total ore reserves,miningSiteExplorationProbability_0.25,0,158,11587.317973927546
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,158,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,158,73.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,158,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,158,64.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,158,15.843160314724454
Total NPL balance,miningSiteExplorationProbability_0.25,0,158,733.805531408768
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,158,1.103421518535473
Total consumption budget,miningSiteExplorationProbability_0.25,0,159,17.596889042899598
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,159,0.0399473365532576
Final good output,miningSiteExplorationProbability_0.25,0,159,457.2084295982001
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,159,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,159,2.962308902552886
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,159,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,159,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,159,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,159,0.022129690067210824
Material price,miningSiteExplorationProbability_0.25,0,159,0.4552276570523736
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,159,0.43958829384606246
Total ore reserves,miningSiteExplorationProbability_0.25,0,159,11552.14265711509
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,159,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,159,73.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,159,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,159,64.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,159,16.736672452785534
Total NPL balance,miningSiteExplorationProbability_0.25,0,159,733.805531408768
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,159,1.1374521546347534
Total consumption budget,miningSiteExplorationProbability_0.25,0,160,18.240105439915933
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,160,0.04285503525077292
Final good output,miningSiteExplorationProbability_0.25,0,160,397.99277880674197
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,160,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,160,2.962308902552886
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,160,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,160,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,160,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,160,0.022242859633818824
Material price,miningSiteExplorationProbability_0.25,0,160,0.4003071362184354
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,160,0.5126514932472777
Total ore reserves,miningSiteExplorationProbability_0.25,0,160,11521.152981856501
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,160,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,160,75.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,160,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,160,66.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,160,15.813613618850608
Total NPL balance,miningSiteExplorationProbability_0.25,0,160,756.2028114744554
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,160,1.1179670054992885
Total consumption budget,miningSiteExplorationProbability_0.25,0,161,17.29991459915324
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,161,0.0448984779491602
Final good output,miningSiteExplorationProbability_0.25,0,161,420.08985717599273
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,161,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,161,2.962308902552886
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,161,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,161,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,161,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,161,0.022482936156200607
Material price,miningSiteExplorationProbability_0.25,0,161,0.4454032802546601
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,161,0.21017888511596564
Total ore reserves,miningSiteExplorationProbability_0.25,0,161,11647.360078141619
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,161,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,161,75.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,161,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,161,66.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,161,8.931261508523574
Total NPL balance,miningSiteExplorationProbability_0.25,0,161,756.2028114744554
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,161,1.1196931607988483
Total consumption budget,miningSiteExplorationProbability_0.25,0,162,12.826921695139218
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,162,0.044267552904081034
Final good output,miningSiteExplorationProbability_0.25,0,162,346.1157519577503
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,162,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,162,2.962308902552886
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,162,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,162,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,162,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,162,0.02234879268123532
Material price,miningSiteExplorationProbability_0.25,0,162,0.3369974992177669
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,162,0.513030401979627
Total ore reserves,miningSiteExplorationProbability_0.25,0,162,11820.5169911344
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,162,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,162,75.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,162,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,162,66.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,162,7.843237840323418
Total NPL balance,miningSiteExplorationProbability_0.25,0,162,756.5727021349176
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,162,1.1274587330687413
Total consumption budget,miningSiteExplorationProbability_0.25,0,163,11.953422978348842
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,163,0.047524334683870136
Final good output,miningSiteExplorationProbability_0.25,0,163,255.60114871128616
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,163,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,163,3.012190545308778
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,163,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,163,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,163,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,163,0.022480919228597396
Material price,miningSiteExplorationProbability_0.25,0,163,0.44040241604125757
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,163,0.24874850727976483
Total ore reserves,miningSiteExplorationProbability_0.25,0,163,11797.03090275244
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,163,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,163,75.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,163,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,163,66.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,163,7.1213223346322305
Total NPL balance,miningSiteExplorationProbability_0.25,0,163,756.5727021349176
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,163,1.1302184631175833
Total consumption budget,miningSiteExplorationProbability_0.25,0,164,11.236982016509339
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,164,0.0570820543431138
Final good output,miningSiteExplorationProbability_0.25,0,164,218.78820026522263
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,164,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,164,3.012190545308778
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,164,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,164,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,164,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,164,0.022771471222085234
Material price,miningSiteExplorationProbability_0.25,0,164,0.15737620729721832
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,164,0.1040977338371481
Total ore reserves,miningSiteExplorationProbability_0.25,0,164,11911.674416151856
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,164,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,164,78.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,164,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,164,68.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,164,2.025086581669994
Total NPL balance,miningSiteExplorationProbability_0.25,0,164,784.8329227605333
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,164,1.1302556968647954
Total consumption budget,miningSiteExplorationProbability_0.25,0,165,7.476412144025205
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,165,0.05668466147629186
Final good output,miningSiteExplorationProbability_0.25,0,165,189.86544161927256
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,165,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,165,3.0341566082313047
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,165,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,165,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,165,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,165,0.02283544153593754
Material price,miningSiteExplorationProbability_0.25,0,165,0.36702726502920935
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,165,0.17382642999295514
Total ore reserves,miningSiteExplorationProbability_0.25,0,165,11906.636276974305
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,165,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,165,79.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,165,9.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,165,69.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,165,1.6151884106401275
Total NPL balance,miningSiteExplorationProbability_0.25,0,165,795.2780368785899
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,165,1.127130290650685
Total consumption budget,miningSiteExplorationProbability_0.25,0,166,6.905494372368567
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,166,0.05516003294466444
Final good output,miningSiteExplorationProbability_0.25,0,166,183.5239706377026
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,166,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,166,3.0341566082313047
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,166,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,166,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,166,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,166,0.023035486972329544
Material price,miningSiteExplorationProbability_0.25,0,166,0.5159706078050548
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,166,0.2271240009611766
Total ore reserves,miningSiteExplorationProbability_0.25,0,166,11890.570792874567
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,166,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,166,81.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,166,10.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,166,70.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,166,4.498070457463805
Total NPL balance,miningSiteExplorationProbability_0.25,0,166,814.4245551994162
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,166,1.1259468501627714
Total consumption budget,miningSiteExplorationProbability_0.25,0,167,8.54770041336779
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,167,0.05212088082218749
Final good output,miningSiteExplorationProbability_0.25,0,167,186.7700167283094
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,167,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,167,3.0341566082313047
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,167,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,167,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,167,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,167,0.02276605547766199
Material price,miningSiteExplorationProbability_0.25,0,167,0.35903178234961447
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,167,0.18217977216437614
Total ore reserves,miningSiteExplorationProbability_0.25,0,167,12026.407894800146
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,167,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,167,83.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,167,12.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,167,70.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,167,3.946721005633563
Total NPL balance,miningSiteExplorationProbability_0.25,0,167,814.5726336809868
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,167,1.1244675683534124
Total consumption budget,miningSiteExplorationProbability_0.25,0,168,8.136963318859388
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,168,0.051658073580066424
Final good output,miningSiteExplorationProbability_0.25,0,168,225.55333900525545
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,168,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,168,3.0341566082313047
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,168,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,168,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,168,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,168,0.022603133639579435
Material price,miningSiteExplorationProbability_0.25,0,168,0.17569889073546632
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,168,0.13647746467920396
Total ore reserves,miningSiteExplorationProbability_0.25,0,168,12020.234104385616
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,168,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,168,84.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,168,12.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,168,71.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,168,1.7791430993196797
Total NPL balance,miningSiteExplorationProbability_0.25,0,168,826.9061090357644
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,168,1.1243772100698641
Total consumption budget,miningSiteExplorationProbability_0.25,0,169,6.96444381593963
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,169,0.047007215484431826
Final good output,miningSiteExplorationProbability_0.25,0,169,188.9003914955456
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,169,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,169,3.211660541712951
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,169,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,169,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,169,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,169,0.022634401552761134
Material price,miningSiteExplorationProbability_0.25,0,169,0.28039243028928873
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,169,0.13488435672274568
Total ore reserves,miningSiteExplorationProbability_0.25,0,169,12160.749157569502
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,169,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,169,86.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,169,12.0
