Metric,Scenario,Simulation Number,Timestep Number,Value
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,94,0.028391965338444056
Final good output,miningSiteExplorationProbability_0.1,0,94,393.86999561827287
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,94,0.9778867975735814
Final good capital productivity,miningSiteExplorationProbability_0.1,0,94,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,94,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,94,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,94,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,94,0.018471833439304853
Material price,miningSiteExplorationProbability_0.1,0,94,0.20444943700130422
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,94,0.27486838332347663
Total ore reserves,miningSiteExplorationProbability_0.1,0,94,12739.734005718467
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,94,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,94,18.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,94,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,94,15.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,94,2.0950002048824734
Total NPL balance,miningSiteExplorationProbability_0.1,0,94,186.90669594407055
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,94,0.5251890675864455
Total consumption budget,miningSiteExplorationProbability_0.1,0,95,7.930457662649434
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,95,0.029974163140656873
Final good output,miningSiteExplorationProbability_0.1,0,95,227.3186922241083
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,95,0.9778867975735814
Final good capital productivity,miningSiteExplorationProbability_0.1,0,95,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,95,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,95,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,95,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,95,0.019233198995756887
Material price,miningSiteExplorationProbability_0.1,0,95,0.2506342135066323
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,95,0.19969673101440044
Total ore reserves,miningSiteExplorationProbability_0.1,0,95,12693.015913506371
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,95,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,95,18.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,95,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,95,15.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,95,8.876395750243661
Total NPL balance,miningSiteExplorationProbability_0.1,0,95,186.90669594407055
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,95,0.5268741228810958
Total consumption budget,miningSiteExplorationProbability_0.1,0,96,11.687010139093283
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,96,0.03496747116215823
Final good output,miningSiteExplorationProbability_0.1,0,96,381.75069640746517
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,96,0.9778867975735814
Final good capital productivity,miningSiteExplorationProbability_0.1,0,96,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,96,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,96,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,96,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,96,0.01839396610489166
Material price,miningSiteExplorationProbability_0.1,0,96,0.2506342135066323
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,96,
Total ore reserves,miningSiteExplorationProbability_0.1,0,96,12693.015913506371
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,96,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,96,18.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,96,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,96,15.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,96,0.05676114244831248
Total NPL balance,miningSiteExplorationProbability_0.1,0,96,186.90669594407055
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,96,0.52498825896557
Total consumption budget,miningSiteExplorationProbability_0.1,0,97,6.217379421141323
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,97,0.03457985962483946
Final good output,miningSiteExplorationProbability_0.1,0,97,202.96380538105504
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,97,0.9543934433794113
Final good capital productivity,miningSiteExplorationProbability_0.1,0,97,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,97,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,97,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,97,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,97,0.018349696727703202
Material price,miningSiteExplorationProbability_0.1,0,97,0.21935181189832945
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,97,0.2252647262520292
Total ore reserves,miningSiteExplorationProbability_0.1,0,97,12655.45232358938
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,97,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,97,18.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,97,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,97,15.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,97,7.913605233037457
Total NPL balance,miningSiteExplorationProbability_0.1,0,97,186.90669594407055
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,97,0.5422157061459505
Total consumption budget,miningSiteExplorationProbability_0.1,0,98,10.89593464378661
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,98,0.035629941611810934
Final good output,miningSiteExplorationProbability_0.1,0,98,232.27534513105098
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,98,0.9613857320530148
Final good capital productivity,miningSiteExplorationProbability_0.1,0,98,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,98,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,98,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,98,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,98,0.017502494379694873
Material price,miningSiteExplorationProbability_0.1,0,98,0.1841167601866384
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,98,
Total ore reserves,miningSiteExplorationProbability_0.1,0,98,12655.45232358938
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,98,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,98,19.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,98,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,98,16.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,98,0.04033183871486969
Total NPL balance,miningSiteExplorationProbability_0.1,0,98,189.75622939300004
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,98,0.5435553331023891
Total consumption budget,miningSiteExplorationProbability_0.1,0,99,5.728120591372338
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,99,0.03938749841182875
Final good output,miningSiteExplorationProbability_0.1,0,99,211.22799263699855
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,99,0.9581798490687112
Final good capital productivity,miningSiteExplorationProbability_0.1,0,99,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,99,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,99,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,99,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,99,0.0173325081044665
Material price,miningSiteExplorationProbability_0.1,0,99,0.20284966866781295
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,99,0.2220953842819112
Total ore reserves,miningSiteExplorationProbability_0.1,0,99,12613.314710452894
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,99,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,99,19.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,99,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,99,16.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,99,8.551337605820036
Total NPL balance,miningSiteExplorationProbability_0.1,0,99,190.06071042743514
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,99,0.5476717000991784
Total consumption budget,miningSiteExplorationProbability_0.1,0,100,10.860541999188023
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,100,0.04047110741043981
Final good output,miningSiteExplorationProbability_0.1,0,100,253.30560611058044
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,100,0.9646288819176296
Final good capital productivity,miningSiteExplorationProbability_0.1,0,100,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,100,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,100,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,100,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,100,0.02244851033353023
Material price,miningSiteExplorationProbability_0.1,0,100,0.20594006234296075
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,100,
Total ore reserves,miningSiteExplorationProbability_0.1,0,100,2448.043279955118
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,100,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,100,19.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,100,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,100,16.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,100,0.0650925159579493
Total NPL balance,miningSiteExplorationProbability_0.1,0,100,191.0793128636658
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,100,0.546280111262582
Total consumption budget,miningSiteExplorationProbability_0.1,0,101,5.574496221669221
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,101,0.04278269291117573
Final good output,miningSiteExplorationProbability_0.1,0,101,235.28732832846939
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,101,0.9604936866586542
Final good capital productivity,miningSiteExplorationProbability_0.1,0,101,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,101,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,101,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,101,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,101,0.017697814032453858
Material price,miningSiteExplorationProbability_0.1,0,101,0.2002919198786991
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,101,
Total ore reserves,miningSiteExplorationProbability_0.1,0,101,2448.043279955118
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,101,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,101,20.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,101,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,101,17.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,101,0.04213405024345883
Total NPL balance,miningSiteExplorationProbability_0.1,0,101,195.67065124673354
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,101,0.5442496879659574
Total consumption budget,miningSiteExplorationProbability_0.1,0,102,5.376358248290983
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,102,0.03871244423489168
Final good output,miningSiteExplorationProbability_0.1,0,102,202.4905585888743
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,102,0.9576621745435536
Final good capital productivity,miningSiteExplorationProbability_0.1,0,102,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,102,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,102,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,102,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,102,0.017546969262222614
Material price,miningSiteExplorationProbability_0.1,0,102,0.22139014935497997
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,102,0.2090056030868952
Total ore reserves,miningSiteExplorationProbability_0.1,0,102,2430.806233971283
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,102,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,102,22.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,102,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,102,19.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,102,3.499834880044617
Total NPL balance,miningSiteExplorationProbability_0.1,0,102,208.36257704763545
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,102,0.5356267396895397
Total consumption budget,miningSiteExplorationProbability_0.1,0,103,7.3656995920944235
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,103,0.03359830348711124
Final good output,miningSiteExplorationProbability_0.1,0,103,218.10814729379257
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,103,0.9560885553285107
Final good capital productivity,miningSiteExplorationProbability_0.1,0,103,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,103,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,103,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,103,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,103,0.017521597095488735
Material price,miningSiteExplorationProbability_0.1,0,103,0.24803466289533482
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,103,0.22956227470245835
Total ore reserves,miningSiteExplorationProbability_0.1,0,103,2413.5822500790937
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,103,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,103,23.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,103,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,103,20.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,103,3.81261238879995
Total NPL balance,miningSiteExplorationProbability_0.1,0,103,212.05323201579273
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,103,0.5377287764795
Total consumption budget,miningSiteExplorationProbability_0.1,0,104,7.537300793597758
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,104,0.03369954287539542
Final good output,miningSiteExplorationProbability_0.1,0,104,232.86749362988627
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,104,0.9427264712273742
Final good capital productivity,miningSiteExplorationProbability_0.1,0,104,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,104,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,104,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,104,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,104,0.017876208770259593
Material price,miningSiteExplorationProbability_0.1,0,104,0.22653400064624574
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,104,0.2752995964847947
Total ore reserves,miningSiteExplorationProbability_0.1,0,104,2371.2363504931272
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,104,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,104,24.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,104,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,104,21.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,104,10.43112146817009
Total NPL balance,miningSiteExplorationProbability_0.1,0,104,216.374757963249
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,104,0.5338416232660187
Total consumption budget,miningSiteExplorationProbability_0.1,0,105,11.81431012006367
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,105,0.030234235685597195
Final good output,miningSiteExplorationProbability_0.1,0,105,184.95942028194273
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,105,0.8416632717916861
Final good capital productivity,miningSiteExplorationProbability_0.1,0,105,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,105,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,105,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,105,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,105,0.024589224091584348
Material price,miningSiteExplorationProbability_0.1,0,105,0.2536752252195226
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,105,0.32606621820901927
Total ore reserves,miningSiteExplorationProbability_0.1,0,105,12488.648312652047
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,105,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,105,26.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,105,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,105,23.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,105,13.623187527338846
Total NPL balance,miningSiteExplorationProbability_0.1,0,105,223.81089854841025
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,105,0.5378053831484917
Total consumption budget,miningSiteExplorationProbability_0.1,0,106,14.45845281058966
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,106,0.03791763388537808
Final good output,miningSiteExplorationProbability_0.1,0,106,66.9034834757297
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,106,1.0
Final good capital productivity,miningSiteExplorationProbability_0.1,0,106,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,106,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,106,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,106,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,106,0.03446524281891575
Material price,miningSiteExplorationProbability_0.1,0,106,0.26979224156416626
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,106,0.21085671958378785
Total ore reserves,miningSiteExplorationProbability_0.1,0,106,12453.779203681199
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,106,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,106,26.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,106,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,106,23.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,106,14.341853701698613
Total NPL balance,miningSiteExplorationProbability_0.1,0,106,224.40944974522125
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,106,0.5538441401666863
Total consumption budget,miningSiteExplorationProbability_0.1,0,107,15.696473250910193
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,107,0.05079518335746696
Final good output,miningSiteExplorationProbability_0.1,0,107,227.26071663200608
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,107,0.9056839065303371
Final good capital productivity,miningSiteExplorationProbability_0.1,0,107,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,107,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,107,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,107,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,107,0.019537474491085036
Material price,miningSiteExplorationProbability_0.1,0,107,0.3379752971598901
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,107,0.3438628480058029
Total ore reserves,miningSiteExplorationProbability_0.1,0,107,12416.069502092952
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,107,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,107,27.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,107,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,107,24.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,107,10.858842875015682
Total NPL balance,miningSiteExplorationProbability_0.1,0,107,232.87062751363368
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,107,0.5680317838405461
Total consumption budget,miningSiteExplorationProbability_0.1,0,108,14.598003217013874
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,108,0.03594737757323011
Final good output,miningSiteExplorationProbability_0.1,0,108,250.9271888275445
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,108,0.8628351713832544
Final good capital productivity,miningSiteExplorationProbability_0.1,0,108,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,108,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,108,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,108,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,108,0.01976163059462147
Material price,miningSiteExplorationProbability_0.1,0,108,0.4052124349117783
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,108,0.22931825447208296
Total ore reserves,miningSiteExplorationProbability_0.1,0,108,12557.049520905059
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,108,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,108,27.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,108,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,108,24.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,108,7.794211888994135
Total NPL balance,miningSiteExplorationProbability_0.1,0,108,232.87062751363368
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,108,0.5767437596216882
Total consumption budget,miningSiteExplorationProbability_0.1,0,109,13.02155348156929
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,109,0.03590855498688186
Final good output,miningSiteExplorationProbability_0.1,0,109,263.38833205845447
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,109,0.8604750489863755
Final good capital productivity,miningSiteExplorationProbability_0.1,0,109,2.2632978219980844
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,109,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,109,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,109,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,109,0.019793734602703027
Material price,miningSiteExplorationProbability_0.1,0,109,0.1554761030939897
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,109,0.14875721446903187
Total ore reserves,miningSiteExplorationProbability_0.1,0,109,12538.947715124368
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,109,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,109,28.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,109,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,109,25.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,109,2.825411611652588
Total NPL balance,miningSiteExplorationProbability_0.1,0,109,243.05529913739488
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,109,0.5767881606026597
Total consumption budget,miningSiteExplorationProbability_0.1,0,110,10.015561483891881
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,110,0.035587180108055935
Final good output,miningSiteExplorationProbability_0.1,0,110,258.49913288659127
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,110,0.8604750489863755
Final good capital productivity,miningSiteExplorationProbability_0.1,0,110,2.3599004179576246
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,110,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,110,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,110,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,110,0.01976610822809885
Material price,miningSiteExplorationProbability_0.1,0,110,0.24641817327466115
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,110,0.1592037480879497
Total ore reserves,miningSiteExplorationProbability_0.1,0,110,12521.273981975713
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,110,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,110,28.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,110,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,110,25.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,110,2.8420529207534315
Total NPL balance,miningSiteExplorationProbability_0.1,0,110,243.05529913739488
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,110,0.57964826305959
Total consumption budget,miningSiteExplorationProbability_0.1,0,111,10.021448549664301
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,111,0.03831804871586226
Final good output,miningSiteExplorationProbability_0.1,0,111,264.1107570750776
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,111,0.8604750489863755
Final good capital productivity,miningSiteExplorationProbability_0.1,0,111,2.3599004179576246
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,111,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,111,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,111,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,111,0.019802279854855616
Material price,miningSiteExplorationProbability_0.1,0,111,0.21161967790096425
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,111,0.17765935655856063
Total ore reserves,miningSiteExplorationProbability_0.1,0,111,12492.936685496674
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,111,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,111,28.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,111,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,111,25.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,111,4.979503136026678
Total NPL balance,miningSiteExplorationProbability_0.1,0,111,243.4709603932795
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,111,0.5803882311310192
Total consumption budget,miningSiteExplorationProbability_0.1,0,112,10.912051373314872
Weighted average sell price of final good,miningSiteExplorationProbability_0.1,0,112,0.03997220073680891
Final good output,miningSiteExplorationProbability_0.1,0,112,264.11075707507763
Renewable Energy market share,miningSiteExplorationProbability_0.1,0,112,0.8604750489863755
Final good capital productivity,miningSiteExplorationProbability_0.1,0,112,2.3599004179576246
Renewable Energy capital productivity,miningSiteExplorationProbability_0.1,0,112,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.1,0,112,2.0
Material capital productivity,miningSiteExplorationProbability_0.1,0,112,2.0
Electricity price,miningSiteExplorationProbability_0.1,0,112,0.019800112952938546
Material price,miningSiteExplorationProbability_0.1,0,112,0.18370850079592135
Average ore extraction cost,miningSiteExplorationProbability_0.1,0,112,0.20759260964780638
Total ore reserves,miningSiteExplorationProbability_0.1,0,112,12626.767486479239
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.1,0,112,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.1,0,112,28.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.1,0,112,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.1,0,112,25.0
Total household dividend income,miningSiteExplorationProbability_0.1,0,112,5.726366246655403
Total NPL balance,miningSiteExplorationProbability_0.1,0,112,243.4709603932795
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.1,0,112,0.5844609281583363
Total consumption budget,miningSiteExplorationProbability_0.1,0,113,11.259153039923572
