Metric,Scenario,Simulation Number,Timestep Number,Value
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,19,0.03803297083642685
Final good output,miningSiteExplorationProbability_0.25,0,19,275.6511830820228
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,19,0.3128631942783751
Final good capital productivity,miningSiteExplorationProbability_0.25,0,19,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,19,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,19,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,19,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,19,0.019575824811816616
Material price,miningSiteExplorationProbability_0.25,0,19,0.05460852309035264
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,19,0.05330169439269987
Total ore reserves,miningSiteExplorationProbability_0.25,0,19,14239.173649110702
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,19,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,19,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,19,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,19,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,19,5.944077641802142
Total NPL balance,miningSiteExplorationProbability_0.25,0,19,15.213613803482666
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,19,0.15231745455695056
Total consumption budget,miningSiteExplorationProbability_0.25,0,20,11.113806885768419
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,20,0.03728822445806678
Final good output,miningSiteExplorationProbability_0.25,0,20,293.0383896277691
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,20,0.4022373206683963
Final good capital productivity,miningSiteExplorationProbability_0.25,0,20,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,20,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,20,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,20,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,20,0.019777128916174638
Material price,miningSiteExplorationProbability_0.25,0,20,0.055403141072174165
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,20,0.030108387277614536
Total ore reserves,miningSiteExplorationProbability_0.25,0,20,14200.64318415518
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,20,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,20,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,20,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,20,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,20,1.649267132069941
Total NPL balance,miningSiteExplorationProbability_0.25,0,20,16.707180886733536
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,20,0.1670094491494129
Total consumption budget,miningSiteExplorationProbability_0.25,0,21,8.560996672994433
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,21,0.03266164417805275
Final good output,miningSiteExplorationProbability_0.25,0,21,332.1677144927379
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,21,0.4847509637823728
Final good capital productivity,miningSiteExplorationProbability_0.25,0,21,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,21,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,21,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,21,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,21,0.018757890317269727
Material price,miningSiteExplorationProbability_0.25,0,21,0.0410187491091698
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,21,0.033613873818530246
Total ore reserves,miningSiteExplorationProbability_0.25,0,21,14176.188404600869
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,21,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,21,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,21,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,21,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,21,1.3145888764582199
Total NPL balance,miningSiteExplorationProbability_0.25,0,21,18.15033487684903
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,21,0.16728458242312663
Total consumption budget,miningSiteExplorationProbability_0.25,0,22,7.921150773121549
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,22,0.03340693497492867
Final good output,miningSiteExplorationProbability_0.25,0,22,379.6690841099886
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,22,0.4923600422354359
Final good capital productivity,miningSiteExplorationProbability_0.25,0,22,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,22,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,22,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,22,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,22,0.01785794488716424
Material price,miningSiteExplorationProbability_0.25,0,22,0.04979649386392106
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,22,0.051832101682514106
Total ore reserves,miningSiteExplorationProbability_0.25,0,22,14109.12024823544
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,22,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,22,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,22,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,22,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,22,4.374362017618019
Total NPL balance,miningSiteExplorationProbability_0.25,0,22,18.374167955544294
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,22,0.1840150409328588
Total consumption budget,miningSiteExplorationProbability_0.25,0,23,9.702156979448944
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,23,0.028438599139823523
Final good output,miningSiteExplorationProbability_0.25,0,23,385.3599912243876
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,23,0.5153643846747612
Final good capital productivity,miningSiteExplorationProbability_0.25,0,23,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,23,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,23,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,23,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,23,0.017939188318400575
Material price,miningSiteExplorationProbability_0.25,0,23,0.08337277162168118
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,23,0.048107383695119126
Total ore reserves,miningSiteExplorationProbability_0.25,0,23,14011.76842344434
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,23,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,23,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,23,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,23,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,23,4.4620968469916225
Total NPL balance,miningSiteExplorationProbability_0.25,0,23,18.529260753977695
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,23,0.18604551850431605
Total consumption budget,miningSiteExplorationProbability_0.25,0,24,9.851697741128211
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,24,0.028226209571527123
Final good output,miningSiteExplorationProbability_0.25,0,24,403.65198818088845
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,24,0.5153643846747612
Final good capital productivity,miningSiteExplorationProbability_0.25,0,24,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,24,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,24,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,24,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,24,0.017746070941140696
Material price,miningSiteExplorationProbability_0.25,0,24,0.04667922082912313
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,24,0.06143327118213895
Total ore reserves,miningSiteExplorationProbability_0.25,0,24,13999.558619870382
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,24,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,24,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,24,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,24,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,24,1.2664221725093574
Total NPL balance,miningSiteExplorationProbability_0.25,0,24,21.088732339768146
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,24,0.1892577521365151
Total consumption budget,miningSiteExplorationProbability_0.25,0,25,7.567479064619434
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,25,0.030446998308729933
Final good output,miningSiteExplorationProbability_0.25,0,25,402.42485157418054
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,25,0.5198288076245562
Final good capital productivity,miningSiteExplorationProbability_0.25,0,25,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,25,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,25,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,25,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,25,0.017669666761139763
Material price,miningSiteExplorationProbability_0.25,0,25,0.06138192252458062
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,25,0.03825235043475206
Total ore reserves,miningSiteExplorationProbability_0.25,0,25,13965.288019680513
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,25,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,25,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,25,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,25,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,25,4.0361277493091885
Total NPL balance,miningSiteExplorationProbability_0.25,0,25,21.382333289591315
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,25,0.20285559798853411
Total consumption budget,miningSiteExplorationProbability_0.25,0,26,9.195283360615734
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,26,0.029337341096344446
Final good output,miningSiteExplorationProbability_0.25,0,26,400.18532151422176
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,26,0.5198288076245562
Final good capital productivity,miningSiteExplorationProbability_0.25,0,26,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,26,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,26,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,26,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,26,0.01750356692437817
Material price,miningSiteExplorationProbability_0.25,0,26,0.06782492323853927
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,26,0.03861160429848814
Total ore reserves,miningSiteExplorationProbability_0.25,0,26,13920.010014295398
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,26,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,26,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,26,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,26,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,26,2.1932104736205904
Total NPL balance,miningSiteExplorationProbability_0.25,0,26,21.42455513256666
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,26,0.20079482703157037
Total consumption budget,miningSiteExplorationProbability_0.25,0,27,7.729652725961388
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,27,0.027730733758964964
Final good output,miningSiteExplorationProbability_0.25,0,27,369.48628867376635
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,27,0.5198288076245562
Final good capital productivity,miningSiteExplorationProbability_0.25,0,27,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,27,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,27,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,27,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,27,0.01704705366319678
Material price,miningSiteExplorationProbability_0.25,0,27,0.06782492323853927
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,27,0.03882751729231248
Total ore reserves,miningSiteExplorationProbability_0.25,0,27,13915.965195931158
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,27,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,27,5.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,27,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,27,1.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,27,0.6870800747082668
Total NPL balance,miningSiteExplorationProbability_0.25,0,27,25.80085488689711
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,27,0.20294074197037837
Total consumption budget,miningSiteExplorationProbability_0.25,0,28,6.376137741831074
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,28,0.027134596929172448
Final good output,miningSiteExplorationProbability_0.25,0,28,246.51653223663726
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,28,0.5530775481482733
Final good capital productivity,miningSiteExplorationProbability_0.25,0,28,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,28,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,28,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,28,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,28,0.015385046707767197
Material price,miningSiteExplorationProbability_0.25,0,28,0.05039507635866399
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,28,0.046598732375637185
Total ore reserves,miningSiteExplorationProbability_0.25,0,28,13888.155540219208
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,28,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,28,5.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,28,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,28,1.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,28,1.6626767143071817
Total NPL balance,miningSiteExplorationProbability_0.25,0,28,25.80085488689711
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,28,0.2029447782236309
Total consumption budget,miningSiteExplorationProbability_0.25,0,29,6.764523784703329
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,29,0.02808032304611291
Final good output,miningSiteExplorationProbability_0.25,0,29,306.04624797501964
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,29,0.5709922718507966
Final good capital productivity,miningSiteExplorationProbability_0.25,0,29,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,29,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,29,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,29,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,29,0.016357721344141055
Material price,miningSiteExplorationProbability_0.25,0,29,0.053792213789916006
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,29,
Total ore reserves,miningSiteExplorationProbability_0.25,0,29,13888.155540219208
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,29,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,29,5.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,29,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,29,1.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,29,0.4210961033572536
Total NPL balance,miningSiteExplorationProbability_0.25,0,29,26.422748051497763
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,29,0.20499628348450039
Total consumption budget,miningSiteExplorationProbability_0.25,0,30,5.862522954389277
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,30,0.028678270505605192
Final good output,miningSiteExplorationProbability_0.25,0,30,232.0582243198189
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,30,0.6810403714450401
Final good capital productivity,miningSiteExplorationProbability_0.25,0,30,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,30,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,30,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,30,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,30,0.015314079820604513
Material price,miningSiteExplorationProbability_0.25,0,30,0.05650673707233911
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,30,0.042610226035788214
Total ore reserves,miningSiteExplorationProbability_0.25,0,30,13870.907089722814
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,30,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,30,5.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,30,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,30,1.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,30,0.9769962317258912
Total NPL balance,miningSiteExplorationProbability_0.25,0,30,26.422748051497763
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,30,0.2044344570477759
Total consumption budget,miningSiteExplorationProbability_0.25,0,31,5.961965230723521
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,31,0.02959375691190643
Final good output,miningSiteExplorationProbability_0.25,0,31,240.73459000590543
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,31,0.6404942756972545
Final good capital productivity,miningSiteExplorationProbability_0.25,0,31,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,31,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,31,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,31,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,31,0.015326559995561092
Material price,miningSiteExplorationProbability_0.25,0,31,0.0567821038225575
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,31,0.04947422344411863
Total ore reserves,miningSiteExplorationProbability_0.25,0,31,13841.29915250292
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,31,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,31,5.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,31,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,31,1.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,31,1.6353209248907217
Total NPL balance,miningSiteExplorationProbability_0.25,0,31,26.422748051497763
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,31,0.2094030581425057
Total consumption budget,miningSiteExplorationProbability_0.25,0,32,6.371713318075614
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,32,0.029562175751259596
Final good output,miningSiteExplorationProbability_0.25,0,32,238.96069097150536
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,32,0.4396827252571668
Final good capital productivity,miningSiteExplorationProbability_0.25,0,32,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,32,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,32,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,32,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,32,0.01679757895729507
Material price,miningSiteExplorationProbability_0.25,0,32,0.0617384235977698
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,32,0.10786528794902242
Total ore reserves,miningSiteExplorationProbability_0.25,0,32,13804.88220209384
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,32,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,32,6.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,32,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,32,2.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,32,3.2266660300082646
Total NPL balance,miningSiteExplorationProbability_0.25,0,32,28.958809820717384
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,32,0.20678584144364673
Total consumption budget,miningSiteExplorationProbability_0.25,0,33,7.489464377778881
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,33,0.030039935594894554
Final good output,miningSiteExplorationProbability_0.25,0,33,314.54578975455496
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,33,0.4152912523015566
Final good capital productivity,miningSiteExplorationProbability_0.25,0,33,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,33,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,33,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,33,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,33,0.017821861777959105
Material price,miningSiteExplorationProbability_0.25,0,33,0.07994514846715788
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,33,0.04649093531518814
Total ore reserves,miningSiteExplorationProbability_0.25,0,33,13791.0714618558
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,33,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,33,6.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,33,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,33,2.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,33,1.4760054047089801
Total NPL balance,miningSiteExplorationProbability_0.25,0,33,28.958809820717384
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,33,0.20332333180237985
Total consumption budget,miningSiteExplorationProbability_0.25,0,34,6.448419038393732
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,34,0.02766462502211833
Final good output,miningSiteExplorationProbability_0.25,0,34,312.0733443363741
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,34,0.5503324869312703
Final good capital productivity,miningSiteExplorationProbability_0.25,0,34,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,34,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,34,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,34,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,34,0.017849703321889624
Material price,miningSiteExplorationProbability_0.25,0,34,0.09108734797442015
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,34,0.05052178904358827
Total ore reserves,miningSiteExplorationProbability_0.25,0,34,13763.714014748059
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,34,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,34,6.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,34,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,34,2.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,34,1.8414154708897401
Total NPL balance,miningSiteExplorationProbability_0.25,0,34,30.806298061030297
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,34,0.2046313349652588
Total consumption budget,miningSiteExplorationProbability_0.25,0,35,6.664176821812281
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,35,0.026539870922446463
Final good output,miningSiteExplorationProbability_0.25,0,35,243.00607652279243
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,35,0.5538466385594232
Final good capital productivity,miningSiteExplorationProbability_0.25,0,35,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,35,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,35,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,35,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,35,0.01715853131283191
Material price,miningSiteExplorationProbability_0.25,0,35,0.12619319069991755
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,35,0.04244003551735304
Total ore reserves,miningSiteExplorationProbability_0.25,0,35,13757.076586213136
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,35,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,35,6.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,35,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,35,2.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,35,0.5837683270496604
Total NPL balance,miningSiteExplorationProbability_0.25,0,35,31.83690487895242
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,35,0.2035105398870822
Total consumption budget,miningSiteExplorationProbability_0.25,0,36,5.458162645141882
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,36,0.029614908311164756
Final good output,miningSiteExplorationProbability_0.25,0,36,237.46030149052382
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,36,0.5520964554523696
Final good capital productivity,miningSiteExplorationProbability_0.25,0,36,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,36,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,36,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,36,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,36,0.017100558527406284
Material price,miningSiteExplorationProbability_0.25,0,36,0.10484072818246452
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,36,0.04540374959953117
Total ore reserves,miningSiteExplorationProbability_0.25,0,36,13753.716785990617
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,36,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,36,6.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,36,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,36,2.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,36,0.453826109128963
Total NPL balance,miningSiteExplorationProbability_0.25,0,36,32.16458851322644
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,36,0.20090125857004754
Total consumption budget,miningSiteExplorationProbability_0.25,0,37,5.238848699273672
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,37,0.02981950686463513
Final good output,miningSiteExplorationProbability_0.25,0,37,230.11498547814372
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,37,0.551216204528093
Final good capital productivity,miningSiteExplorationProbability_0.25,0,37,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,37,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,37,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,37,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,37,0.016983249315984814
Material price,miningSiteExplorationProbability_0.25,0,37,0.06399157070634193
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,37,0.05135932863503314
Total ore reserves,miningSiteExplorationProbability_0.25,0,37,13733.931250490286
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,37,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,37,6.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,37,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,37,2.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,37,1.3084556430045604
Total NPL balance,miningSiteExplorationProbability_0.25,0,37,32.16458851322644
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,37,0.20128008928464838
