Metric,Scenario,Simulation Number,Timestep Number,Value
Final good capital productivity,miningSiteExplorationProbability_0.25,0,3,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,3,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,3,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,3,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,3,0.04243503588864142
Material price,miningSiteExplorationProbability_0.25,0,3,0.03885452994766537
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,3,0.0016768451691965285
Total ore reserves,miningSiteExplorationProbability_0.25,0,3,14901.426398581705
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,3,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,3,0.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,3,0.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,3,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,3,0.07921612428360839
Total NPL balance,miningSiteExplorationProbability_0.25,0,3,0.0
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,3,0.050508740778503036
Total consumption budget,miningSiteExplorationProbability_0.25,0,4,4.629684340056034
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,4,0.08148527570428257
Final good output,miningSiteExplorationProbability_0.25,0,4,24.53333333333333
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,4,0.1467391304347826
Final good capital productivity,miningSiteExplorationProbability_0.25,0,4,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,4,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,4,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,4,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,4,0.0424077419761469
Material price,miningSiteExplorationProbability_0.25,0,4,0.026179626366853722
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,4,0.0018735390358853824
Total ore reserves,miningSiteExplorationProbability_0.25,0,4,14876.259607920892
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,4,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,4,1.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,4,1.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,4,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,4,0.10259621091985592
Total NPL balance,miningSiteExplorationProbability_0.25,0,4,0.9230182070634934
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,4,0.0456685833530293
Total consumption budget,miningSiteExplorationProbability_0.25,0,5,4.698880023896677
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,5,0.07944882181185987
Final good output,miningSiteExplorationProbability_0.25,0,5,24.533333333333335
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,5,0.12583574022953384
Final good capital productivity,miningSiteExplorationProbability_0.25,0,5,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,5,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,5,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,5,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,5,0.04234293008460492
Material price,miningSiteExplorationProbability_0.25,0,5,0.0181078975471656
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,5,0.002175852412464101
Total ore reserves,miningSiteExplorationProbability_0.25,0,5,14850.057522901578
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,5,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,5,2.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,5,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,5,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,5,0.12536053312958143
Total NPL balance,miningSiteExplorationProbability_0.25,0,5,2.021839960972252
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,5,0.04288829793683997
Total consumption budget,miningSiteExplorationProbability_0.25,0,6,4.8973840415400245
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,6,0.07024231100456568
Final good output,miningSiteExplorationProbability_0.25,0,6,28.60872430545829
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,6,0.05486132246621939
Final good capital productivity,miningSiteExplorationProbability_0.25,0,6,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,6,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,6,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,6,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,6,0.039570390428638795
Material price,miningSiteExplorationProbability_0.25,0,6,0.015601873473740317
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,6,0.00235182470100636
Total ore reserves,miningSiteExplorationProbability_0.25,0,6,14839.235111132219
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,6,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,6,2.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,6,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,6,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,6,0.18559877087081972
Total NPL balance,miningSiteExplorationProbability_0.25,0,6,2.1695742134325773
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,6,0.04033967771079907
Total consumption budget,miningSiteExplorationProbability_0.25,0,7,5.211306278844102
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,7,0.06087906076871734
Final good output,miningSiteExplorationProbability_0.25,0,7,65.62000036030273
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,7,0.019772186531853662
Final good capital productivity,miningSiteExplorationProbability_0.25,0,7,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,7,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,7,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,7,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,7,0.02825052845567412
Material price,miningSiteExplorationProbability_0.25,0,7,0.0161906643593168
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,7,0.002788912443665341
Total ore reserves,miningSiteExplorationProbability_0.25,0,7,14820.657603119063
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,7,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,7,2.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,7,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,7,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,7,0.3027203536721733
Total NPL balance,miningSiteExplorationProbability_0.25,0,7,3.192863054104036
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,7,0.04044276312710201
Total consumption budget,miningSiteExplorationProbability_0.25,0,8,5.653113077908439
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,8,0.04210392980293307
Final good output,miningSiteExplorationProbability_0.25,0,8,101.1521915787074
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,8,0.01977218653185367
Final good capital productivity,miningSiteExplorationProbability_0.25,0,8,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,8,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,8,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,8,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,8,0.024790237690400844
Material price,miningSiteExplorationProbability_0.25,0,8,0.020555540325173663
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,8,0.00390683665453155
Total ore reserves,miningSiteExplorationProbability_0.25,0,8,14798.230955861756
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,8,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,8,2.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,8,2.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,8,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,8,0.33506171220241093
Total NPL balance,miningSiteExplorationProbability_0.25,0,8,3.4607064315743594
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,8,0.045361043106039646
Total consumption budget,miningSiteExplorationProbability_0.25,0,9,5.8837153392995525
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,9,0.03133756441366625
Final good output,miningSiteExplorationProbability_0.25,0,9,101.15219157870739
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,9,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,9,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,9,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,9,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,9,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,9,0.02486030911884206
Material price,miningSiteExplorationProbability_0.25,0,9,0.025027787597351123
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,9,0.008963631439040517
Total ore reserves,miningSiteExplorationProbability_0.25,0,9,14782.427379368799
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,9,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,9,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,9,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,9,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,9,0.3696770088506868
Total NPL balance,miningSiteExplorationProbability_0.25,0,9,4.384572384734311
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,9,0.045633698458025486
Total consumption budget,miningSiteExplorationProbability_0.25,0,10,6.353933426483152
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,10,0.03605681389544819
Final good output,miningSiteExplorationProbability_0.25,0,10,102.17893851411266
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,10,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,10,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,10,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,10,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,10,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,10,0.024095669758603593
Material price,miningSiteExplorationProbability_0.25,0,10,0.03003649700291226
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,10,0.010528736085571441
Total ore reserves,miningSiteExplorationProbability_0.25,0,10,14764.318298094635
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,10,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,10,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,10,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,10,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,10,0.5189527536781896
Total NPL balance,miningSiteExplorationProbability_0.25,0,10,4.706677803452206
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,10,0.052558628954821565
Total consumption budget,miningSiteExplorationProbability_0.25,0,11,6.693225332252765
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,11,0.04226300483529238
Final good output,miningSiteExplorationProbability_0.25,0,11,122.35521157091266
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,11,0.0
Final good capital productivity,miningSiteExplorationProbability_0.25,0,11,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,11,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,11,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,11,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,11,0.023123430707827637
Material price,miningSiteExplorationProbability_0.25,0,11,0.028851748090485477
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,11,0.011801577279717704
Total ore reserves,miningSiteExplorationProbability_0.25,0,11,14734.46295005151
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,11,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,11,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,11,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,11,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,11,0.7159400717241725
Total NPL balance,miningSiteExplorationProbability_0.25,0,11,4.858675468983673
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,11,0.06671857180597114
Total consumption budget,miningSiteExplorationProbability_0.25,0,12,6.990457950212872
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,12,0.0327407942981727
Final good output,miningSiteExplorationProbability_0.25,0,12,137.21723726937836
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,12,0.06865255802737062
Final good capital productivity,miningSiteExplorationProbability_0.25,0,12,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,12,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,12,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,12,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,12,0.02296237288894631
Material price,miningSiteExplorationProbability_0.25,0,12,0.03194868104208395
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,12,0.013343306133360794
Total ore reserves,miningSiteExplorationProbability_0.25,0,12,14709.109544443394
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,12,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,12,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,12,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,12,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,12,0.8089921490118792
Total NPL balance,miningSiteExplorationProbability_0.25,0,12,5.420035634666032
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,12,0.07369430891953482
Total consumption budget,miningSiteExplorationProbability_0.25,0,13,7.5058717498657295
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,13,0.03514918498488314
Final good output,miningSiteExplorationProbability_0.25,0,13,189.71790666101816
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,13,0.18257105998617087
Final good capital productivity,miningSiteExplorationProbability_0.25,0,13,2.0
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,13,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,13,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,13,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,13,0.02192984672844724
Material price,miningSiteExplorationProbability_0.25,0,13,0.032504478544996045
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,13,0.03365945030663887
Total ore reserves,miningSiteExplorationProbability_0.25,0,13,14632.336394070711
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,13,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,13,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,13,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,13,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,13,2.1213478192855932
Total NPL balance,miningSiteExplorationProbability_0.25,0,13,7.207751868524581
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,13,0.08285099414963415
Total consumption budget,miningSiteExplorationProbability_0.25,0,14,8.764670135349478
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,14,0.032837052197865244
Final good output,miningSiteExplorationProbability_0.25,0,14,249.2662701655597
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,14,0.2671944037636861
Final good capital productivity,miningSiteExplorationProbability_0.25,0,14,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,14,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,14,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,14,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,14,0.020403490714852226
Material price,miningSiteExplorationProbability_0.25,0,14,0.04059240273599668
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,14,0.01611211951309116
Total ore reserves,miningSiteExplorationProbability_0.25,0,14,14625.522043519179
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,14,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,14,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,14,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,14,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,14,0.810803427068963
Total NPL balance,miningSiteExplorationProbability_0.25,0,14,8.396325362279905
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,14,0.09807922246032741
Total consumption budget,miningSiteExplorationProbability_0.25,0,15,8.27918760959226
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,15,0.032952486547906494
Final good output,miningSiteExplorationProbability_0.25,0,15,278.0511830820228
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,15,0.2671944037636861
Final good capital productivity,miningSiteExplorationProbability_0.25,0,15,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,15,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,15,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,15,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,15,0.01967068226144745
Material price,miningSiteExplorationProbability_0.25,0,15,0.056363183605277534
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,15,0.02760990611376924
Total ore reserves,miningSiteExplorationProbability_0.25,0,15,14490.330691491514
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,15,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,15,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,15,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,15,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,15,3.3403175565209624
Total NPL balance,miningSiteExplorationProbability_0.25,0,15,9.001665764669529
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,15,0.11249515909330125
Total consumption budget,miningSiteExplorationProbability_0.25,0,16,9.758563728240416
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,16,0.0279639339308088
Final good output,miningSiteExplorationProbability_0.25,0,16,278.0511830820228
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,16,0.2671944037636861
Final good capital productivity,miningSiteExplorationProbability_0.25,0,16,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,16,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,16,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,16,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,16,0.019705038768557708
Material price,miningSiteExplorationProbability_0.25,0,16,0.033898974285524894
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,16,0.06419707402183608
Total ore reserves,miningSiteExplorationProbability_0.25,0,16,14433.430494560836
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,16,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,16,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,16,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,16,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,16,2.863124059549497
Total NPL balance,miningSiteExplorationProbability_0.25,0,16,9.619003163043894
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,16,0.11589185290877416
Total consumption budget,miningSiteExplorationProbability_0.25,0,17,9.268196866296298
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,17,0.029429533811087535
Final good output,miningSiteExplorationProbability_0.25,0,17,278.0511830820228
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,17,0.2695207734961244
Final good capital productivity,miningSiteExplorationProbability_0.25,0,17,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,17,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,17,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,17,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,17,0.01970573558633934
Material price,miningSiteExplorationProbability_0.25,0,17,0.0439144338717725
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,17,0.026570264645213334
Total ore reserves,miningSiteExplorationProbability_0.25,0,17,14428.017138275323
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,17,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,17,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,17,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,17,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,17,0.9443782047070547
Total NPL balance,miningSiteExplorationProbability_0.25,0,17,12.775984574023415
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,17,0.12556673390194675
Total consumption budget,miningSiteExplorationProbability_0.25,0,18,8.197459497454329
Weighted average sell price of final good,miningSiteExplorationProbability_0.25,0,18,0.034672703802818776
Final good output,miningSiteExplorationProbability_0.25,0,18,275.65118308202284
Renewable Energy market share,miningSiteExplorationProbability_0.25,0,18,0.26952077349612447
Final good capital productivity,miningSiteExplorationProbability_0.25,0,18,2.04653082330435
Renewable Energy capital productivity,miningSiteExplorationProbability_0.25,0,18,2.0
Fossil Fuel Energy capital productivity,miningSiteExplorationProbability_0.25,0,18,2.0
Material capital productivity,miningSiteExplorationProbability_0.25,0,18,2.0
Electricity price,miningSiteExplorationProbability_0.25,0,18,0.0195575439802654
Material price,miningSiteExplorationProbability_0.25,0,18,0.05672052804789783
Average ore extraction cost,miningSiteExplorationProbability_0.25,0,18,0.0389570326344185
Total ore reserves,miningSiteExplorationProbability_0.25,0,18,14343.917411757762
Material inventory of bankrupt material firms,miningSiteExplorationProbability_0.25,0,18,0.0
Cumulative number of bankruptcies,miningSiteExplorationProbability_0.25,0,18,4.0
Cumulative number of bankrupt material firms,miningSiteExplorationProbability_0.25,0,18,4.0
Cumulative number of bankrupt final good firms,miningSiteExplorationProbability_0.25,0,18,0.0
Total household dividend income,miningSiteExplorationProbability_0.25,0,18,3.2548514714846477
Total NPL balance,miningSiteExplorationProbability_0.25,0,18,14.352054242707833
Commercial bank loan-to-deposit-ratio,miningSiteExplorationProbability_0.25,0,18,0.1398009557801526
Total consumption budget,miningSiteExplorationProbability_0.25,0,19,9.82541323093493
